Rsol,Rp,CPE,CV_Area,Delta_Z,Type,Class_Multimodal
45.58,764000.0,8.71e-06,344.2,154.67825097,10 ng/ml,Low Risk
45.95,764000.0,8.71e-06,142.0,184.306769,0,Low Risk
39.13,764000.0,8.71e-06,113.5,87.51783531,240 ng/ml,Low Risk
61.58,1672525.0,6.79e-06,318.2,25.28828865,0,Low Risk
39.95,857406.0,8.71e-06,170.0,60.52708552,28 ng/ml,Low Risk
39.84,2241995.0,8.71e-06,136.8,184.306769,300 ng/ml,Low Risk
47.86,2196939.0,6.79e-06,132.8,149.89142477,0,Low Risk
39.71,3528437.0,8.71e-06,349.7,98.3994229,180 ng/ml,Low Risk
38.63,2698462.0,8.71e-06,104.2,153.32407309,0,Low Risk
39.42,764000.0,6.79e-06,104.2,184.306769,120 ng/ml,Low Risk
39.02,934592.0,6.79e-06,104.2,134.11403857,0,Low Risk
61.58,764000.0,6.79e-06,267.0,128.90649866,270 ng/ml,Low Risk
49.34,764000.0,6.79e-06,153.6,184.306769,57 ng/ml,Low Risk
61.58,1929267.0,8.71e-06,185.0,75.09408922,200 ng/ml,Low Risk
36.79,1864950.0,8.71e-06,122.5,44.27708466,0,Low Risk
43.2,764000.0,8.71e-06,198.5,129.55445476,180 ng/ml,Low Risk
37.78,764000.0,6.79e-06,255.5,53.09764142,180 ng/ml,Low Risk
46.29,4751153.0,8.71e-06,117.7,142.32221147,0,Low Risk
42.57,10575947.0,6.79e-06,370.1,117.57337189,240 ng/ml,Low Risk
42.04,5903724.0,6.79e-06,227.2,167.85130416,57 ng/ml,Low Risk
44.04,9977681.0,6.79e-06,104.2,100.28042461,360 ng/ml,Low Risk
47.05,764000.0,8.71e-06,104.2,184.306769,106 ng/ml,Low Risk
36.71,2508231.0,6.79e-06,153.8,184.306769,120 ng/ml,Low Risk
37.61,764000.0,8.71e-06,127.4,9.05204073,360 ng/ml,Low Risk
45.48,1630796.0,6.79e-06,104.2,83.06445966,270 ng/ml,Low Risk
42.43,764000.0,8.71e-06,141.1,182.8980113,0,Low Risk
44.73,764000.0,8.71e-06,134.2,161.66143529,106 ng/ml,Low Risk
36.84,4515660.0,6.79e-06,104.2,96.26897842,240 ng/ml,Low Risk
49.38,764000.0,6.79e-06,168.9,50.58514297,360 ng/ml,Low Risk
38.7,1667073.0,6.79e-06,178.4,68.57458449,300 ng/ml,Low Risk
36.08,764000.0,8.71e-06,202.8,179.51326964,240 ng/ml,Low Risk
33.15,764000.0,8.71e-06,212.9,184.306769,200 ng/ml,Low Risk
33.1,1042570.0,8.71e-06,185.4,144.34183761,120 ng/ml,Low Risk
60.08,764000.0,8.71e-06,215.9,127.78557949,180 ng/ml,Low Risk
60.52,1147305.0,6.79e-06,104.7,172.05679873,10 ng/ml,Low Risk
31.25,1751399.0,6.79e-06,182.2,184.306769,120 ng/ml,Low Risk
61.58,4837491.0,6.79e-06,107.8,141.80335135,0,Low Risk
61.58,859717.0,6.79e-06,345.8,126.05809682,90 ng/ml,Low Risk
48.45,764000.0,8.71e-06,382.6,180.78927258,330 ng/ml,Low Risk
33.67,3332282.0,6.79e-06,122.2,125.33249773,0,Low Risk
41.82,764000.0,8.71e-06,243.6,144.53620795,150 ng/ml,Low Risk
61.58,764000.0,6.79e-06,202.0,52.2168279,300 ng/ml,Low Risk
49.87,1117867.0,6.79e-06,201.2,179.58927323,28 ng/ml,Low Risk
39.96,764000.0,8.71e-06,265.0,52.32100308,0,Low Risk
50.3,5379111.0,6.79e-06,279.9,11.70027055,28 ng/ml,Low Risk
42.15,2753325.0,8.71e-06,104.2,127.27767879,240 ng/ml,Low Risk
45.06,764000.0,8.71e-06,203.1,150.69182667,360 ng/ml,Low Risk
40.62,764000.0,8.71e-06,365.0,147.06129279,180 ng/ml,Low Risk
45.82,6111727.0,6.79e-06,214.3,115.34325203,0,Low Risk
41.48,764000.0,8.71e-06,276.2,70.39608863,57 ng/ml,Low Risk
38.45,764000.0,8.71e-06,280.9,0.0,90 ng/ml,Low Risk
45.08,1922341.0,8.71e-06,152.9,90.48880473,28 ng/ml,Low Risk
45.83,4306567.0,6.79e-06,153.3,162.17286055,0,Low Risk
47.67,764000.0,8.71e-06,223.3,75.86215725,240 ng/ml,Low Risk
38.16,764000.0,8.71e-06,248.8,112.27046198,106 ng/ml,Low Risk
44.63,764000.0,8.71e-06,276.3,147.27481335,120 ng/ml,Low Risk
39.4,764000.0,8.71e-06,104.2,152.8565353,0,Low Risk
61.58,7985097.0,6.79e-06,146.7,57.74477619,0,Low Risk
51.97,1128165.0,6.79e-06,128.7,82.47721318,120 ng/ml,Low Risk
50.5,764000.0,8.71e-06,158.3,184.306769,0,Low Risk
42.2,924890.0,6.79e-06,104.2,74.11852008,300 ng/ml,Low Risk
44.83,764000.0,8.71e-06,104.2,126.540523,330 ng/ml,Low Risk
52.75,764000.0,8.71e-06,243.1,46.03123641,360 ng/ml,Low Risk
61.58,764000.0,6.79e-06,305.2,3.46098632,240 ng/ml,Low Risk
35.67,2718505.0,8.71e-06,106.9,175.38309428,106 ng/ml,Low Risk
37.55,3808734.0,8.71e-06,104.2,91.28847831,360 ng/ml,Low Risk
38.14,764000.0,8.71e-06,127.9,149.39351292,57 ng/ml,Low Risk
47.09,764000.0,8.71e-06,182.2,74.34187161,150 ng/ml,Low Risk
35.58,764000.0,8.71e-06,134.0,184.306769,28 ng/ml,Low Risk
42.92,3560232.0,6.79e-06,104.2,0.0,300 ng/ml,Low Risk
46.9,1366962.0,6.79e-06,236.9,183.41013961,57 ng/ml,Low Risk
61.58,2244032.0,6.79e-06,133.0,85.13735112,180 ng/ml,Low Risk
41.05,5139968.0,6.79e-06,352.4,70.46357013,300 ng/ml,Low Risk
45.35,764000.0,8.71e-06,224.2,178.40189136,300 ng/ml,Low Risk
49.62,927156.0,8.71e-06,388.3,29.88011612,0,Low Risk
48.64,764000.0,6.79e-06,104.2,158.21832217,120 ng/ml,Low Risk
45.33,764000.0,6.79e-06,152.7,184.306769,180 ng/ml,Low Risk
41.85,764000.0,6.79e-06,122.5,121.51262992,330 ng/ml,Low Risk
40.99,764000.0,8.71e-06,327.0,39.05720101,150 ng/ml,Low Risk
42.67,764000.0,8.71e-06,123.8,145.86964288,360 ng/ml,Low Risk
45.39,764000.0,8.71e-06,246.9,171.91681176,10 ng/ml,Low Risk
61.58,764000.0,8.71e-06,192.9,19.30280696,57 ng/ml,Low Risk
46.74,764000.0,8.71e-06,104.2,164.49372619,120 ng/ml,Low Risk
42.67,764000.0,8.71e-06,398.7,167.94874753,0,Low Risk
46.58,4070006.0,6.79e-06,169.5,32.02939507,28 ng/ml,Low Risk
43.66,5270979.0,6.79e-06,283.6,27.87418382,10 ng/ml,Low Risk
44.99,11389306.0,6.79e-06,104.2,57.40775913,180 ng/ml,Low Risk
50.0,764000.0,8.71e-06,347.1,176.80743985,270 ng/ml,Low Risk
43.16,2009822.0,6.79e-06,138.4,31.6004999,57 ng/ml,Low Risk
41.17,2716178.0,8.71e-06,104.2,135.16794131,150 ng/ml,Low Risk
41.69,1221221.0,8.71e-06,104.2,184.306769,106 ng/ml,Low Risk
39.45,3449577.0,6.79e-06,223.9,184.306769,57 ng/ml,Low Risk
61.58,913537.0,6.79e-06,446.6,166.65777532,270 ng/ml,Low Risk
43.25,764000.0,8.71e-06,104.2,184.306769,180 ng/ml,Low Risk
34.22,3243845.0,8.71e-06,104.2,142.86143503,360 ng/ml,Low Risk
61.46,1208823.0,8.71e-06,106.2,184.306769,240 ng/ml,Low Risk
33.03,764000.0,8.71e-06,320.4,86.83747655,10 ng/ml,Low Risk
41.06,1921290.0,8.71e-06,489.4,99.25360157,120 ng/ml,Low Risk
61.58,764000.0,8.71e-06,243.8,98.01639757,240 ng/ml,Low Risk
56.09,764000.0,6.79e-06,163.6,34.95145494,360 ng/ml,Low Risk
52.56,764000.0,6.79e-06,231.2,138.01212798,28 ng/ml,Low Risk
33.14,764000.0,8.71e-06,343.7,184.306769,150 ng/ml,Low Risk
34.21,764000.0,6.79e-06,104.2,184.306769,28 ng/ml,Low Risk
37.27,2061748.0,6.79e-06,104.2,0.0,28 ng/ml,Low Risk
44.81,2769512.0,6.79e-06,104.2,65.88851776,0,Low Risk
54.81,2748789.0,6.79e-06,164.5,0.0,180 ng/ml,Low Risk
60.92,2117776.0,8.71e-06,265.1,59.6674318,360 ng/ml,Low Risk
37.43,764000.0,6.79e-06,104.2,121.94229035,28 ng/ml,Low Risk
46.69,2543171.0,8.71e-06,104.2,98.30918419,150 ng/ml,Low Risk
41.63,764000.0,8.71e-06,108.7,175.25920893,240 ng/ml,Low Risk
31.5,2496293.0,6.79e-06,187.8,70.41854721,28 ng/ml,Low Risk
55.97,764000.0,8.71e-06,127.8,175.39358397,240 ng/ml,Low Risk
43.72,764000.0,6.79e-06,186.6,59.40161833,0,Low Risk
45.96,1746449.0,8.71e-06,216.1,98.88054643,106 ng/ml,Low Risk
42.8,1661540.0,6.79e-06,104.2,174.13869106,10 ng/ml,Low Risk
48.05,2974932.0,8.71e-06,285.5,164.66625234,0,Low Risk
46.77,764000.0,8.71e-06,145.0,184.306769,180 ng/ml,Low Risk
41.88,764000.0,8.71e-06,259.4,107.28538779,90 ng/ml,Low Risk
46.97,764000.0,8.71e-06,204.7,177.19951534,57 ng/ml,Low Risk
61.06,764000.0,8.71e-06,216.7,158.94851906,57 ng/ml,Low Risk
40.88,987795.0,6.79e-06,192.8,66.2081951,57 ng/ml,Low Risk
41.03,2349411.0,8.71e-06,160.9,0.0,300 ng/ml,Low Risk
39.29,764000.0,6.79e-06,367.3,74.38028636,300 ng/ml,Low Risk
37.0,764000.0,8.71e-06,125.0,139.34399817,106 ng/ml,Low Risk
44.68,1260051.0,8.71e-06,195.9,87.59175898,240 ng/ml,Low Risk
42.47,764000.0,6.79e-06,138.1,101.21473493,57 ng/ml,Low Risk
38.92,764000.0,8.71e-06,182.9,135.22700647,330 ng/ml,Low Risk
61.58,764000.0,6.79e-06,230.8,29.81693534,270 ng/ml,Low Risk
44.47,764000.0,8.71e-06,163.1,39.8523394,330 ng/ml,Low Risk
48.2,764000.0,8.71e-06,166.7,68.54571763,300 ng/ml,Low Risk
44.79,764000.0,8.71e-06,115.4,179.77519458,28 ng/ml,Low Risk
40.7,764000.0,8.71e-06,148.3,184.306769,240 ng/ml,Low Risk
61.58,2550196.0,8.71e-06,129.1,33.43563566,330 ng/ml,Low Risk
61.58,2752802.0,6.79e-06,104.2,93.55115953,10 ng/ml,Low Risk
42.7,764000.0,8.71e-06,381.9,184.306769,120 ng/ml,Low Risk
40.52,1354217.0,6.79e-06,110.0,51.29707622,0,Low Risk
48.59,764000.0,6.79e-06,160.2,117.08421078,180 ng/ml,Low Risk
48.54,1268846.0,8.71e-06,153.1,131.09412159,180 ng/ml,Low Risk
51.34,764000.0,6.79e-06,275.5,104.22618892,330 ng/ml,Low Risk
43.85,1111669.0,6.79e-06,183.2,86.53344983,300 ng/ml,Low Risk
33.84,764000.0,8.71e-06,165.1,137.13986922,28 ng/ml,Low Risk
31.35,2416631.0,6.79e-06,148.1,124.51969609,270 ng/ml,Low Risk
33.87,764000.0,8.71e-06,288.7,184.306769,180 ng/ml,Low Risk
46.91,764000.0,6.79e-06,156.8,100.86362896,240 ng/ml,Low Risk
46.36,7811455.0,6.79e-06,189.4,113.78238184,0,Low Risk
54.66,764000.0,6.79e-06,104.2,142.11049519,57 ng/ml,Low Risk
58.31,3198532.0,6.79e-06,232.0,70.18491208,150 ng/ml,Low Risk
60.03,764000.0,8.71e-06,211.7,110.27953628,330 ng/ml,Low Risk
42.27,1303009.0,8.71e-06,353.8,167.15166177,200 ng/ml,Low Risk
35.82,1606219.0,8.71e-06,207.6,119.00412576,0,Low Risk
44.13,764000.0,8.71e-06,221.5,113.67388572,106 ng/ml,Low Risk
47.1,764000.0,6.79e-06,207.2,184.306769,120 ng/ml,Low Risk
61.58,764000.0,8.71e-06,351.8,118.56891251,330 ng/ml,Low Risk
46.1,7786442.0,8.71e-06,258.5,129.00122939,90 ng/ml,Low Risk
47.38,2559869.0,6.79e-06,104.2,136.7745499,10 ng/ml,Low Risk
44.57,764000.0,8.71e-06,186.0,89.422581,330 ng/ml,Low Risk
48.86,2359205.0,6.79e-06,265.2,55.77527161,90 ng/ml,Low Risk
40.77,764000.0,6.79e-06,104.2,104.19123728,120 ng/ml,Low Risk
41.33,764000.0,8.71e-06,104.2,73.10445218,106 ng/ml,Low Risk
48.79,764000.0,8.71e-06,231.0,177.52917531,360 ng/ml,Low Risk
50.3,1605822.0,8.71e-06,208.3,184.306769,28 ng/ml,Low Risk
43.6,2435516.0,8.71e-06,104.2,173.2401863,28 ng/ml,Low Risk
37.57,2882324.0,6.79e-06,104.2,61.03906761,10 ng/ml,Low Risk
59.82,764000.0,8.71e-06,248.1,136.68598793,180 ng/ml,Low Risk
46.49,764000.0,8.71e-06,289.7,184.306769,360 ng/ml,Low Risk
61.58,1141895.0,8.71e-06,276.8,76.81320923,200 ng/ml,Low Risk
49.59,7487168.0,8.71e-06,199.5,19.20144396,28 ng/ml,Low Risk
59.18,4598456.0,8.71e-06,223.0,184.306769,300 ng/ml,Low Risk
41.51,764000.0,6.79e-06,216.7,36.13870303,120 ng/ml,Low Risk
61.13,3415300.0,6.79e-06,179.4,102.74713333,180 ng/ml,Low Risk
40.39,3109605.0,6.79e-06,231.3,108.18021246,180 ng/ml,Low Risk
31.8,764000.0,8.71e-06,104.2,129.74894331,120 ng/ml,Low Risk
39.21,1404328.0,8.71e-06,170.4,110.80955025,28 ng/ml,Low Risk
50.79,764000.0,8.71e-06,174.9,184.306769,28 ng/ml,Low Risk
46.35,2369832.0,6.79e-06,188.5,72.08012402,150 ng/ml,Low Risk
40.31,764000.0,8.71e-06,104.2,184.306769,150 ng/ml,Low Risk
55.93,2439652.0,6.79e-06,104.2,60.14351501,10 ng/ml,Low Risk
49.22,1581776.0,6.79e-06,104.2,81.25481708,57 ng/ml,Low Risk
45.01,764000.0,6.79e-06,131.2,84.80907752,330 ng/ml,Low Risk
36.6,764000.0,8.71e-06,129.4,72.86621926,0,Low Risk
61.58,764000.0,8.71e-06,211.8,184.306769,150 ng/ml,Low Risk
43.38,764000.0,8.71e-06,326.7,143.17560933,57 ng/ml,Low Risk
61.58,764000.0,8.71e-06,202.8,105.68655469,330 ng/ml,Low Risk
61.58,1689106.0,6.79e-06,141.0,136.31214497,150 ng/ml,Low Risk
47.73,764000.0,8.71e-06,358.4,81.30860668,0,Low Risk
43.14,764000.0,8.71e-06,293.7,136.5322418,240 ng/ml,Low Risk
32.74,764000.0,8.71e-06,104.2,46.11697687,28 ng/ml,Low Risk
61.01,5505176.0,8.71e-06,174.7,144.40592675,0,Low Risk
46.08,1608256.0,6.79e-06,195.0,4.63861264,150 ng/ml,Low Risk
34.78,764000.0,8.71e-06,179.0,71.50129504,10 ng/ml,Low Risk
45.3,11710312.0,6.79e-06,192.2,53.16965071,10 ng/ml,Low Risk
40.34,764000.0,8.71e-06,118.0,184.306769,28 ng/ml,Low Risk
48.27,764000.0,8.71e-06,236.0,184.306769,330 ng/ml,Low Risk
53.75,1700143.0,8.71e-06,104.2,162.49817781,360 ng/ml,Low Risk
46.29,5739958.0,6.79e-06,104.2,0.0,0,Low Risk
39.11,768795.0,8.71e-06,377.0,66.40685837,90 ng/ml,Low Risk
49.11,918691.0,6.79e-06,279.5,184.306769,270 ng/ml,Low Risk
55.01,881753.0,8.71e-06,272.8,113.43610697,10 ng/ml,Low Risk
43.91,764000.0,6.79e-06,156.4,163.56362792,57 ng/ml,Low Risk
44.98,2039963.0,8.71e-06,289.8,112.51361311,270 ng/ml,Low Risk
46.31,2527134.0,6.79e-06,104.2,63.46470416,200 ng/ml,Low Risk
48.9,764000.0,6.79e-06,142.7,184.306769,120 ng/ml,Low Risk
61.58,3714050.0,6.79e-06,246.5,0.0,270 ng/ml,Low Risk
49.22,764000.0,8.71e-06,208.2,170.19032455,330 ng/ml,Low Risk
47.93,764000.0,8.71e-06,177.7,140.79231573,200 ng/ml,Low Risk
61.58,764000.0,8.71e-06,295.8,176.86105175,240 ng/ml,Low Risk
35.13,939102.0,8.71e-06,120.5,184.306769,0,Low Risk
61.58,1003273.0,8.71e-06,371.4,125.26158966,300 ng/ml,Low Risk
42.63,764000.0,8.71e-06,261.9,184.306769,0,Low Risk
46.32,1953490.0,6.79e-06,124.5,98.70241068,330 ng/ml,Low Risk
47.64,764000.0,8.71e-06,218.4,129.48894086,200 ng/ml,Low Risk
34.85,2298322.0,8.71e-06,128.1,147.56471079,0,Low Risk
44.96,764000.0,8.71e-06,318.1,176.0166815,180 ng/ml,Low Risk
45.26,2765710.0,6.79e-06,104.2,104.6168972,150 ng/ml,Low Risk
47.91,1058211.0,8.71e-06,104.2,184.306769,300 ng/ml,Low Risk
53.99,764000.0,6.79e-06,257.4,0.0,90 ng/ml,Low Risk
61.58,1341742.0,6.79e-06,222.1,103.11831654,200 ng/ml,Low Risk
38.75,2407657.0,8.71e-06,104.2,110.36707013,180 ng/ml,Low Risk
44.86,764000.0,6.79e-06,104.2,184.306769,120 ng/ml,Low Risk
61.58,2696277.0,6.79e-06,151.5,128.10114744,240 ng/ml,Low Risk
43.62,893953.0,6.79e-06,154.0,82.11925796,0,Low Risk
57.02,1566650.0,8.71e-06,169.0,100.0772242,300 ng/ml,Low Risk
45.53,764000.0,8.71e-06,128.3,184.306769,360 ng/ml,Low Risk
45.85,764000.0,6.79e-06,400.8,76.29781456,120 ng/ml,Low Risk
61.58,764000.0,8.71e-06,139.9,174.91752253,10 ng/ml,Low Risk
45.13,1101440.0,8.71e-06,104.2,184.306769,10 ng/ml,Low Risk
44.62,2974316.0,6.79e-06,104.2,115.90491705,0,Low Risk
46.7,764000.0,8.71e-06,378.5,89.60680248,180 ng/ml,Low Risk
44.69,1569009.0,8.71e-06,292.3,107.76459894,106 ng/ml,Low Risk
46.03,4972941.0,6.79e-06,342.5,164.2593258,180 ng/ml,Low Risk
32.91,764000.0,8.71e-06,187.2,103.8441956,360 ng/ml,Low Risk
43.21,764000.0,8.71e-06,358.1,161.53994528,330 ng/ml,Low Risk
43.42,1393765.0,6.79e-06,104.2,125.04320067,120 ng/ml,Low Risk
58.39,1801329.0,6.79e-06,260.1,0.0,300 ng/ml,Low Risk
34.44,1772746.0,8.71e-06,209.7,21.12549322,200 ng/ml,Low Risk
45.96,764000.0,8.71e-06,174.5,173.34981786,360 ng/ml,Low Risk
39.86,2391936.0,8.71e-06,417.5,118.57994659,28 ng/ml,Low Risk
48.58,2498598.0,6.79e-06,247.4,69.3901501,300 ng/ml,Low Risk
48.22,1545991.0,6.79e-06,104.2,12.52246686,360 ng/ml,Low Risk
45.57,2984878.0,6.79e-06,126.5,113.31394813,90 ng/ml,Low Risk
61.58,4462058.0,6.79e-06,183.5,0.0,106 ng/ml,Low Risk
46.46,764000.0,8.71e-06,174.0,150.71065337,106 ng/ml,Low Risk
42.63,764000.0,8.71e-06,236.7,118.0601159,28 ng/ml,Low Risk
45.33,764000.0,8.71e-06,153.0,184.306769,120 ng/ml,Low Risk
39.05,764000.0,8.71e-06,397.7,99.41270998,200 ng/ml,Low Risk
42.39,2730202.0,8.71e-06,177.7,184.306769,106 ng/ml,Low Risk
43.66,764000.0,6.79e-06,104.2,184.306769,120 ng/ml,Low Risk
41.98,2108815.0,6.79e-06,104.2,184.306769,200 ng/ml,Low Risk
61.58,1042273.0,6.79e-06,187.2,0.0,180 ng/ml,Low Risk
61.58,764000.0,6.79e-06,374.8,154.394009,330 ng/ml,Low Risk
46.26,764000.0,6.79e-06,279.7,32.55953503,10 ng/ml,Low Risk
47.71,764000.0,8.71e-06,190.4,57.83177342,360 ng/ml,Low Risk
41.14,764000.0,8.71e-06,119.0,130.91090354,270 ng/ml,Low Risk
46.2,764000.0,8.71e-06,165.0,130.62420091,120 ng/ml,Low Risk
38.75,764000.0,6.79e-06,318.9,141.2289444,120 ng/ml,Low Risk
43.79,1400919.0,8.71e-06,129.7,184.306769,106 ng/ml,Low Risk
47.16,1717355.0,6.79e-06,220.9,148.78442031,0,Low Risk
37.93,2586608.0,8.71e-06,104.2,67.22745417,270 ng/ml,Low Risk
45.59,828170.0,6.79e-06,328.7,81.87483334,106 ng/ml,Low Risk
42.02,764000.0,8.71e-06,188.1,137.31996089,270 ng/ml,Low Risk
61.58,764000.0,8.71e-06,320.2,104.70363001,270 ng/ml,Low Risk
36.9,764000.0,8.71e-06,393.1,0.0,28 ng/ml,Low Risk
44.95,764000.0,8.71e-06,104.2,184.306769,120 ng/ml,Low Risk
36.02,1640153.0,8.71e-06,104.2,184.306769,57 ng/ml,Low Risk
45.9,1527101.0,8.71e-06,235.8,184.306769,57 ng/ml,Low Risk
38.17,2864832.0,6.79e-06,104.2,168.43025291,28 ng/ml,Low Risk
37.85,2197672.0,6.79e-06,141.5,68.81173952,0,Low Risk
31.25,764000.0,6.79e-06,219.8,103.42847165,57 ng/ml,Low Risk
41.13,1604652.0,6.79e-06,132.7,102.61156684,57 ng/ml,Low Risk
39.77,764000.0,8.71e-06,178.9,120.26286675,106 ng/ml,Low Risk
45.79,764000.0,6.79e-06,148.8,184.306769,0,Low Risk
43.03,764000.0,6.79e-06,104.2,22.49286098,150 ng/ml,Low Risk
54.05,764000.0,6.79e-06,354.7,28.83690216,360 ng/ml,Low Risk
49.71,4640663.0,8.71e-06,249.3,154.77265818,28 ng/ml,Low Risk
41.85,764000.0,8.71e-06,176.3,99.77282333,90 ng/ml,Low Risk
39.68,764000.0,8.71e-06,385.0,93.00219638,180 ng/ml,Low Risk
61.58,1598083.0,6.79e-06,207.1,109.23733023,300 ng/ml,Low Risk
38.23,2028300.0,8.71e-06,104.2,166.12573153,240 ng/ml,Low Risk
48.75,764000.0,8.71e-06,310.7,18.18538747,180 ng/ml,Low Risk
33.68,764000.0,6.79e-06,129.8,20.37554262,360 ng/ml,Low Risk
44.76,764000.0,6.79e-06,104.2,0.0,106 ng/ml,Low Risk
31.37,5203623.0,8.71e-06,163.9,87.45191705,150 ng/ml,Low Risk
45.52,764000.0,8.71e-06,458.2,122.99228901,360 ng/ml,Low Risk
42.6,851243.0,6.79e-06,241.6,26.8463311,300 ng/ml,Low Risk
41.27,3596188.0,6.79e-06,179.0,87.0501352,270 ng/ml,Low Risk
46.93,764000.0,8.71e-06,187.2,184.306769,240 ng/ml,Low Risk
54.95,11585494.0,8.71e-06,123.4,125.62494605,0,Low Risk
47.44,808392.0,6.79e-06,127.6,127.61266449,106 ng/ml,Low Risk
47.21,764000.0,6.79e-06,104.2,93.06227334,330 ng/ml,Low Risk
51.38,910966.0,8.71e-06,180.4,136.53849455,57 ng/ml,Low Risk
54.63,8995227.0,6.79e-06,333.3,46.53107075,0,Low Risk
45.85,1909705.0,6.79e-06,162.5,178.07812329,28 ng/ml,Low Risk
61.58,1830322.0,8.71e-06,186.2,147.04410861,360 ng/ml,Low Risk
42.45,764000.0,8.71e-06,104.2,182.85133654,0,Low Risk
48.73,3053917.0,8.71e-06,297.4,117.09614389,57 ng/ml,Low Risk
47.2,764000.0,8.71e-06,136.4,153.19588236,200 ng/ml,Low Risk
48.9,764000.0,6.79e-06,113.3,161.35376261,10 ng/ml,Low Risk
49.64,1272497.0,6.79e-06,405.2,20.39119627,10 ng/ml,Low Risk
48.07,764000.0,6.79e-06,221.4,57.97799758,90 ng/ml,Low Risk
44.53,764000.0,6.79e-06,372.6,131.41427177,150 ng/ml,Low Risk
45.6,6256971.0,8.71e-06,360.4,109.2313279,200 ng/ml,Low Risk
43.02,1628406.0,6.79e-06,104.2,68.10105682,180 ng/ml,Low Risk
46.19,764000.0,8.71e-06,250.9,184.306769,120 ng/ml,Low Risk
49.58,5928474.0,8.71e-06,303.7,109.65038198,300 ng/ml,Low Risk
44.1,2707961.0,6.79e-06,104.2,75.01481849,0,Low Risk
37.18,764000.0,8.71e-06,265.2,184.306769,10 ng/ml,Low Risk
48.86,764000.0,8.71e-06,192.2,117.43873865,106 ng/ml,Low Risk
47.93,764000.0,8.71e-06,282.6,129.53311763,300 ng/ml,Low Risk
42.56,2336301.0,6.79e-06,118.6,37.23279447,0,Low Risk
47.47,764000.0,8.71e-06,234.8,0.0,360 ng/ml,Low Risk
45.01,10356323.0,6.79e-06,367.2,0.0,180 ng/ml,Low Risk
45.68,5003966.0,6.79e-06,352.6,6.30766787,180 ng/ml,Low Risk
61.58,4317449.0,6.79e-06,125.5,58.88923494,120 ng/ml,Low Risk
38.73,764000.0,8.71e-06,255.1,14.88025173,106 ng/ml,Low Risk
61.58,764000.0,8.71e-06,116.0,106.9661413,0,Low Risk
48.42,764000.0,8.71e-06,287.6,132.21811736,360 ng/ml,Low Risk
38.16,764000.0,8.71e-06,137.4,126.56129085,180 ng/ml,Low Risk
46.05,764000.0,8.71e-06,242.9,137.79092992,180 ng/ml,Low Risk
50.01,3176593.0,6.79e-06,259.5,184.306769,180 ng/ml,Low Risk
50.03,764000.0,8.71e-06,440.3,128.23784315,120 ng/ml,Low Risk
51.08,764000.0,6.79e-06,266.2,172.50182039,106 ng/ml,Low Risk
46.57,4346332.0,6.79e-06,104.2,52.6159525,300 ng/ml,Low Risk
38.46,764000.0,8.71e-06,208.5,179.01767224,120 ng/ml,Low Risk
61.58,764000.0,8.71e-06,193.9,0.0,360 ng/ml,Low Risk
50.64,9104868.0,8.71e-06,272.2,76.58358006,240 ng/ml,Low Risk
41.5,2775651.0,6.79e-06,104.2,125.0459102,57 ng/ml,Low Risk
45.33,764000.0,8.71e-06,193.9,55.63402787,240 ng/ml,Low Risk
61.58,764000.0,6.79e-06,132.3,88.49282823,10 ng/ml,Low Risk
44.22,2997986.0,8.71e-06,104.2,136.93814489,300 ng/ml,Low Risk
52.0,764000.0,8.71e-06,113.5,184.306769,106 ng/ml,Low Risk
52.3,6765705.0,6.79e-06,301.5,149.13364112,120 ng/ml,Low Risk
31.25,764000.0,8.71e-06,109.4,109.18220181,57 ng/ml,Low Risk
47.93,1029243.0,6.79e-06,104.2,184.306769,200 ng/ml,Low Risk
50.13,764000.0,8.71e-06,375.4,164.66673141,180 ng/ml,Low Risk
61.58,11994600.0,6.79e-06,207.1,74.17086431,330 ng/ml,Low Risk
45.87,1730346.0,6.79e-06,322.3,52.46442128,360 ng/ml,Low Risk
59.82,764000.0,8.71e-06,166.9,184.306769,180 ng/ml,Low Risk
41.65,764000.0,8.71e-06,478.4,120.36735924,120 ng/ml,Low Risk
44.79,764000.0,8.71e-06,385.9,98.34448035,28 ng/ml,Low Risk
31.25,764000.0,8.71e-06,122.5,137.59076411,0,Low Risk
45.07,764000.0,8.71e-06,261.9,85.01191532,90 ng/ml,Low Risk
56.38,4216058.0,6.79e-06,104.2,110.8709532,270 ng/ml,Low Risk
40.95,764000.0,8.71e-06,123.4,124.97373292,0,Low Risk
42.12,3933945.0,6.79e-06,342.4,102.82178371,120 ng/ml,Low Risk
43.03,764000.0,8.71e-06,203.6,140.587773,0,Low Risk
46.92,764000.0,8.71e-06,104.2,104.85963926,0,Low Risk
42.02,764000.0,6.79e-06,164.5,184.306769,106 ng/ml,Low Risk
44.14,3408753.0,8.71e-06,219.0,156.29994083,240 ng/ml,Low Risk
38.44,3886412.0,6.79e-06,353.5,130.86372483,10 ng/ml,Low Risk
56.74,764000.0,6.79e-06,317.2,23.55949943,28 ng/ml,Low Risk
37.93,764000.0,8.71e-06,434.3,184.306769,10 ng/ml,Low Risk
39.25,764000.0,8.71e-06,104.2,165.60931029,240 ng/ml,Low Risk
43.97,764000.0,8.71e-06,225.3,184.306769,200 ng/ml,Low Risk
61.58,8825149.0,6.79e-06,215.2,97.23986033,28 ng/ml,Low Risk
